b'id',b'lat',b'lon',b'ele',b'user',b'uid',b'version',b'changeset',b'timestamp'
b'105564927',b'41.384985',b'-81.3951292',,b'PMech',b'159104',b'4',b'15203504',b'2013-02-28T23:48:06Z'
b'105565258',b'41.3340262',b'-81.8143676',,b'Nate_Wessel',b'1108251',b'3',b'39382106',b'2016-05-17T17:01:53Z'
b'105565613',b'41.4440562',b'-81.6133626',,b'OSchl\xc3\xbcter',b'66904',b'3',b'6836685',b'2011-01-02T10:21:14Z'
b'105565963',b'41.4592892',b'-81.7395692',,b'OSchl\xc3\xbcter',b'66904',b'3',b'6864360',b'2011-01-04T19:07:38Z'
b'105566274',b'41.546562',b'-81.577421',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:27:47Z'
b'105566578',b'41.487579',b'-81.812861',,b'skorasaurus',b'205523',b'4',b'35295851',b'2015-11-13T22:59:19Z'
b'105566857',b'41.4784384',b'-81.7333638',,b'OSchl\xc3\xbcter',b'66904',b'3',b'6832364',b'2011-01-01T21:17:02Z'
b'105567241',b'41.525067',b'-81.5906828',,b'wlgann',b'2851892',b'4',b'39226391',b'2016-05-10T19:29:20Z'
b'105567570',b'41.5329788',b'-81.5830212',,b'wlgann',b'2851892',b'4',b'39226583',b'2016-05-10T19:35:48Z'
b'105567853',b'41.4704785',b'-81.6682642',,b'choess',b'396743',b'3',b'16952576',b'2013-07-14T18:14:54Z'
b'105568208',b'41.3558036',b'-81.7464057',,b'Nate_Wessel',b'1108251',b'3',b'39701480',b'2016-06-01T03:14:16Z'
b'105568547',b'41.516167',b'-81.472482',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:11:32Z'
b'105568842',b'41.287377',b'-81.822612',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:11:36Z'
b'105569184',b'41.57438',b'-81.505177',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:28:07Z'
b'105569539',b'41.4568879',b'-81.591166',,b'smlyons77',b'953610',b'3',b'16317811',b'2013-05-28T01:58:56Z'
b'105569890',b'41.4159567',b'-81.6407363',,b'skorasaurus',b'205523',b'6',b'15568279',b'2013-04-01T13:41:24Z'
b'105570197',b'41.296822',b'-81.62704',,b'Mike_Sherman',b'13935',b'3',b'3013294',b'2009-11-02T02:43:09Z'
b'105570501',b'41.432662',b'-81.626904',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:28:14Z'
b'105570794',b'41.393601',b'-81.627475',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:12:04Z'
b'105571125',b'41.286438',b'-81.796666',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:12:08Z'
b'105571521',b'41.414737',b'-81.556361',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:12:13Z'
b'105571880',b'41.429996',b'-81.810785',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:12:17Z'
b'105572194',b'41.408925',b'-81.430716',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:12:21Z'
b'105572524',b'41.357414',b'-81.712506',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:12:26Z'
b'105572798',b'41.4355835',b'-81.3886015',,b'pkoby',b'999995',b'4',b'33776445',b'2015-09-03T15:59:49Z'
b'105573031',b'41.4170954',b'-81.5957371',,b'wlgann',b'2851892',b'3',b'37548529',b'2016-03-01T17:26:32Z'
b'105573274',b'41.355768',b'-81.898074',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:12:40Z'
b'105573493',b'41.438158',b'-81.855273',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:28:34Z'
b'105573708',b'41.4651451',b'-81.7815992',,b'skorasaurus',b'205523',b'3',b'9262014',b'2011-09-10T13:22:44Z'
b'105573935',b'41.443768',b'-81.707398',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:12:53Z'
b'105574159',b'41.53739',b'-81.58627',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:28:39Z'
b'105574405',b'41.349941',b'-81.829362',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:13:01Z'
b'105574642',b'41.431328',b'-81.701592',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:28:43Z'
b'105574879',b'41.464947',b'-81.64395',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:29:01Z'
b'105575191',b'41.441691',b'-81.707054',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:13:15Z'
b'105575526',b'41.56026',b'-81.571116',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:13:21Z'
b'105575750',b'41.4358964',b'-81.3948466',,b'pkoby',b'999995',b'3',b'33776445',b'2015-09-03T15:59:49Z'
b'105575963',b'41.410966',b'-81.601647',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:29:10Z'
b'105576181',b'41.475256',b'-81.656779',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:13:34Z'
b'105576382',b'41.568784',b'-81.419732',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:29:14Z'
b'105576618',b'41.458529',b'-81.823274',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:13:43Z'
b'105576827',b'41.435617',b'-81.845579',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:29:18Z'
b'105577049',b'41.494239',b'-81.495721',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:14:06Z'
b'105577293',b'41.414208',b'-81.68379',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:14:09Z'
b'105577568',b'41.472755',b'-81.724049',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:14:13Z'
b'105577823',b'41.399857',b'-81.422385',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:29:25Z'
b'105578129',b'41.5831761',b'-81.5401177',,b'smlyons77',b'953610',b'3',b'16331548',b'2013-05-29T01:47:22Z'
b'105578372',b'41.349408',b'-81.432014',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:14:23Z'
b'105578591',b'41.286432',b'-81.836519',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:14:27Z'
b'105578853',b'41.4867377',b'-81.5741891',,b'wlgann',b'2851892',b'4',b'35379020',b'2015-11-17T14:55:43Z'
b'105579090',b'41.469787',b'-81.568893',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:29:35Z'
b'105579359',b'41.489649',b'-81.539583',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:29:38Z'
b'105579642',b'41.472962',b'-81.567232',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:14:41Z'
b'105579892',b'41.448152',b'-81.892303',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:29:41Z'
b'105580127',b'41.315632',b'-81.63375',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:14:48Z'
b'105580352',b'41.367711',b'-81.451542',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:29:45Z'
b'105580587',b'41.487588',b'-81.831794',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:14:55Z'
b'105580838',b'41.490828',b'-81.622402',,b'wlgann',b'2851892',b'3',b'39220045',b'2016-05-10T15:11:20Z'
b'105581058',b'41.472346',b'-81.921338',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:29:51Z'
b'105581285',b'41.396166',b'-81.543668',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:15:06Z'
b'105581560',b'41.468433',b'-81.560164',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:15:09Z'
b'105581804',b'41.456993',b'-81.753387',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:15:13Z'
b'105582046',b'41.457866',b'-81.435639',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:29:59Z'
b'105582266',b'41.516243',b'-81.468101',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:15:21Z'
b'105582479',b'41.531243',b'-81.502318',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:15:24Z'
b'105582714',b'41.412973',b'-81.749018',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:15:28Z'
b'105582949',b'41.394697',b'-81.726347',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:15:32Z'
b'105583167',b'41.542204',b'-81.411975',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:30:10Z'
b'105583405',b'41.615289',b'-81.509175',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:30:11Z'
b'105583619',b'41.360619',b'-81.515811',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:15:42Z'
b'105583913',b'41.296128',b'-81.83713',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:15:46Z'
b'105584197',b'41.442697',b'-81.779795',,b'woodpeck_fixbot',b'147510',b'4',b'2879694',b'2009-10-18T06:15:50Z'
b'105584417',b'41.486195',b'-81.471431',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:16:09Z'
b'105584641',b'41.4692373',b'-81.7467103',,b'skorasaurus',b'205523',b'3',b'9039479',b'2011-08-16T18:18:54Z'
b'105584863',b'41.4541122',b'-81.7952368',,b'wlgann',b'2851892',b'4',b'37275358',b'2016-02-17T20:33:27Z'
b'105585119',b'41.32776',b'-81.76688',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:30:27Z'
b'105585383',b'41.621219',b'-81.489365',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:30:29Z'
b'105585612',b'41.479958',b'-81.819603',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:16:29Z'
b'105585860',b'41.366478',b'-81.743076',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:16:33Z'
b'105586105',b'41.470008',b'-81.693845',,b'woodpeck_fixbot',b'147510',b'3',b'2879694',b'2009-10-18T06:16:37Z'
b'105586376',b'41.557235',b'-81.532911',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:16:42Z'
b'105586637',b'41.387341',b'-81.447291',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:30:40Z'
b'105586871',b'41.510656',b'-81.469317',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:16:50Z'
b'105587116',b'41.5042998',b'-81.687018',,b'wlgann',b'2851892',b'4',b'33714572',b'2015-08-31T21:24:00Z'
b'105587368',b'41.466745',b'-81.5592418',,b'wlgann',b'2851892',b'3',b'31111553',b'2015-05-13T18:50:34Z'
b'105587625',b'41.4526508',b'-81.5330952',,b'noliver',b'91568',b'3',b'20385691',b'2014-02-05T04:55:40Z'
b'105587859',b'41.549386',b'-81.498822',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:17:06Z'
b'105588094',b'41.484101',b'-81.7739996',,b'smlyons77',b'953610',b'4',b'16331548',b'2013-05-28T23:54:06Z'
b'105588348',b'41.495282',b'-81.533155',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:31:11Z'
b'105588571',b'41.48802',b'-81.649173',,b'skorasaurus',b'205523',b'3',b'18734475',b'2013-11-05T18:46:31Z'
b'105588855',b'41.4707537',b'-81.9229044',,b'gregcrago',b'2063187',b'3',b'45081019',b'2017-01-11T16:52:35Z'
b'105589098',b'41.5424488',b'-81.4874484',,b'texnofobix',b'40925',b'3',b'25844517',b'2014-10-04T02:49:06Z'
b'105589361',b'41.391996',b'-81.929998',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:31:19Z'
b'105589633',b'41.5059273',b'-81.4789227',,b'Sparks',b'80285',b'5',b'27542868',b'2014-12-18T02:19:52Z'
b'105589960',b'41.53931',b'-81.519492',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:17:39Z'
b'105590215',b'41.440819',b'-81.591102',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:17:43Z'
b'105590455',b'41.308524',b'-81.827602',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:17:47Z'
b'105590705',b'41.466575',b'-81.720009',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:17:51Z'
b'105590956',b'41.42347',b'-81.430188',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:17:56Z'
b'105591249',b'41.409355',b'-81.679566',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:18:00Z'
b'105591504',b'41.370197',b'-81.431592',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:31:35Z'
b'105591729',b'41.508966',b'-81.410264',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:18:24Z'
b'105591971',b'41.383931',b'-81.426078',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:18:28Z'
b'105592264',b'41.439871',b'-81.716431',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:18:32Z'
b'105592486',b'41.602579',b'-81.513984',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:18:36Z'
b'105592706',b'41.400095',b'-81.961267',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:18:40Z'
b'105592936',b'41.414226',b'-81.916887',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:31:47Z'
b'105593191',b'41.554589',b'-81.532082',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:31:48Z'
b'105593426',b'41.3495956',b'-81.4465159',,b'Minh Nguyen',b'33757',b'3',b'22886074',b'2014-06-12T10:07:49Z'
b'105593654',b'41.426027',b'-81.7289346',,b'OSchl\xc3\xbcter',b'66904',b'3',b'6587842',b'2010-12-08T18:20:17Z'
b'105593943',b'41.458696',b'-81.506848',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:19:03Z'
b'105594172',b'41.453528',b'-81.551987',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:31:57Z'
b'105594405',b'41.475991',b'-81.826793',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:19:11Z'
b'105594695',b'41.540936',b'-81.547997',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:32:01Z'
b'105594942',b'41.471002',b'-81.471754',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:19:19Z'
b'105595168',b'41.464571',b'-81.695499',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:19:24Z'
b'105595512',b'41.599607',b'-81.515951',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:32:08Z'
b'105595740',b'41.435782',b'-81.69774',,b'skorasaurus',b'205523',b'7',b'46792188',b'2017-03-12T18:32:45Z'
b'105595945',b'41.281989',b'-81.6848251',,b'OSchl\xc3\xbcter',b'66904',b'6',b'6137459',b'2010-10-22T15:21:08Z'
b'105596233',b'41.560936',b'-81.536084',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:19:42Z'
b'105596486',b'41.421827',b'-81.553109',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:19:46Z'
b'105596757',b'41.391458',b'-81.917418',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:32:18Z'
b'105596980',b'41.44548',b'-81.43961',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:19:54Z'
b'105597237',b'41.585494',b'-81.492219',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:19:58Z'
b'105597497',b'41.530801',b'-81.5902472',,b'wlgann',b'2851892',b'3',b'44038909',b'2016-11-29T17:15:05Z'
b'105597731',b'41.471701',b'-81.864473',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:20:07Z'
b'105597974',b'41.459726',b'-81.946385',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:32:29Z'
b'105598226',b'41.372349',b'-81.865087',,b'jwolter',b'2834',b'4',b'17146077',b'2013-07-29T23:00:50Z'
b'105598445',b'41.416099',b'-81.451206',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:32:32Z'
b'105598663',b'41.4220779',b'-81.6928789',,b'wlgann',b'2851892',b'4',b'37526172',b'2016-02-29T17:24:20Z'
b'105598901',b'41.454584',b'-81.439857',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:32:37Z'
b'105599114',b'41.439571',b'-81.93083',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:20:47Z'
b'105599329',b'41.380573',b'-81.765412',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:20:50Z'
b'105599540',b'41.456369',b'-81.833701',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:20:53Z'
b'105599797',b'41.387066',b'-81.851917',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:20:56Z'
b'105600079',b'41.568574',b'-81.392686',,b'woodpeck_fixbot',b'147510',b'3',b'2414005',b'2009-09-08T14:33:02Z'
b'105600327',b'41.442447',b'-81.559666',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:21:03Z'
b'105600540',b'41.5136538',b'-81.516372',,b'wlgann',b'2851892',b'3',b'31535121',b'2015-05-28T16:17:14Z'
b'105600758',b'41.597349',b'-81.543693',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:33:07Z'
b'105600988',b'41.4184061',b'-81.8015893',,b'skorasaurus',b'205523',b'6',b'11246862',b'2012-04-10T00:20:51Z'
b'105601254',b'41.461001',b'-81.5721864',,b'OSchl\xc3\xbcter',b'66904',b'3',b'6624495',b'2010-12-11T13:59:50Z'
b'105601548',b'41.435913',b'-81.952386',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:21:19Z'
b'105601786',b'41.456602',b'-81.798118',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:21:22Z'
b'105602008',b'41.499346',b'-81.5066224',,b'KristenK',b'1494110',b'3',b'19298850',b'2013-12-06T00:28:48Z'
b'105602248',b'41.4271774',b'-81.591125',,b'iandees',b'4732',b'3',b'15223239',b'2013-03-02T16:28:11Z'
b'105602545',b'41.385689',b'-81.414811',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:33:22Z'
b'105602769',b'41.512396',b'-81.669786',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:21:36Z'
b'105602997',b'41.42683',b'-81.895197',,b'woodpeck_fixbot',b'147510',b'3',b'2414005',b'2009-09-08T14:33:25Z'
b'105603256',b'41.393026',b'-81.828639',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:21:43Z'
b'105603475',b'41.490658',b'-81.488853',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:21:46Z'
b'105603713',b'41.331056',b'-81.816259',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:33:31Z'
b'105603937',b'41.401212',b'-81.800267',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:21:52Z'
b'105604165',b'41.371908',b'-81.862434',,b'woodpeck_fixbot',b'147510',b'3',b'2879694',b'2009-10-18T06:21:55Z'
b'105604370',b'41.312078',b'-81.601771',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:33:36Z'
b'105604568',b'41.303418',b'-81.773588',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:22:01Z'
b'105604815',b'41.542578',b'-81.606681',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:33:40Z'
b'105605124',b'41.559655',b'-81.573017',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:22:08Z'
b'105605346',b'41.400334',b'-81.949414',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:22:11Z'
b'105605563',b'41.290364',b'-81.830827',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:33:46Z'
b'105605807',b'41.605648',b'-81.526842',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:22:18Z'
b'105606037',b'41.4285899',b'-81.8619714',,b'gregcrago',b'2063187',b'3',b'38897605',b'2016-04-26T18:46:26Z'
b'105606317',b'41.5020735',b'-81.6983852',,b'wlgann',b'2851892',b'5',b'33136599',b'2015-08-05T18:48:31Z'
b'105606552',b'41.494174',b'-81.701343',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:22:43Z'
b'105606802',b'41.562904',b'-81.580438',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:33:56Z'
b'105607044',b'41.550836',b'-81.581652',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:22:50Z'
b'105607279',b'41.3214853',b'-81.6794384',,b'skorasaurus',b'205523',b'3',b'22427798',b'2014-05-19T16:06:26Z'
b'105607639',b'41.436036',b'-81.847769',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:22:58Z'
b'105607856',b'41.377624',b'-81.462598',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:23:01Z'
b'105608081',b'41.330265',b'-81.644617',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:34:06Z'
b'105608302',b'41.38147',b'-81.520363',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:23:07Z'
b'105608559',b'41.348688',b'-81.600533',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:23:11Z'
b'105608754',b'41.46437',b'-81.740804',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:34:12Z'
b'105608987',b'41.291178',b'-81.856005',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:34:14Z'
b'105609220',b'41.400431',b'-81.714671',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:34:16Z'
b'105609435',b'41.3175216',b'-81.6574166',,b'smlyons77',b'953610',b'3',b'16342566',b'2013-05-29T20:00:02Z'
b'105609678',b'41.359175',b'-81.423863',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:23:28Z'
b'105610321',b'41.424674',b'-81.760647',,b'woodpeck_fixbot',b'147510',b'3',b'2879694',b'2009-10-18T06:23:34Z'
b'105610763',b'41.472123',b'-81.5768035',,b'wlgann',b'2851892',b'4',b'31108265',b'2015-05-13T16:31:13Z'
b'105611070',b'41.432435',b'-81.460033',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:34:28Z'
b'105611304',b'41.454898',b'-81.939854',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:23:45Z'
b'105611557',b'41.448189',b'-81.895004',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:34:31Z'
b'105611842',b'41.531649',b'-81.513345',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:23:52Z'
b'105612075',b'41.384235',b'-81.832502',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:34:53Z'
b'105612319',b'41.4318415',b'-81.3997522',,b'pkoby',b'999995',b'3',b'33843769',b'2015-09-06T22:58:13Z'
b'105612536',b'41.413584',b'-81.687325',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:24:02Z'
b'105612811',b'41.519328',b'-81.666744',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:24:05Z'
b'105613051',b'41.4993788',b'-81.587754',,b'wlgann',b'2851892',b'3',b'41959436',b'2016-09-06T16:22:42Z'
b'105613291',b'41.5028125',b'-81.6089799',,b'billiamf',b'2944411',b'5',b'41962218',b'2016-09-06T18:11:53Z'
b'105613519',b'41.49904',b'-81.404363',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:35:06Z'
b'105613766',b'41.3261',b'-81.762208',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:24:18Z'
b'105614036',b'41.466869',b'-81.576601',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:35:10Z'
b'105614306',b'41.477408',b'-81.713462',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:24:40Z'
b'105614529',b'41.3130475',b'-81.8163185',,b'Pete Schliebner',b'2901303',b'4',b'32175464',b'2015-06-24T06:14:30Z'
b'105614756',b'41.5038583',b'-81.5364015',,b'wlgann',b'2851892',b'4',b'39072783',b'2016-05-03T17:59:15Z'
b'105614991',b'41.422385',b'-81.864734',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:24:50Z'
b'105615257',b'41.547485',b'-81.488753',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:35:20Z'
b'105615515',b'41.444963',b'-81.5516672',,b'skorasaurus',b'205523',b'3',b'7575921',b'2011-03-16T13:56:19Z'
b'105615733',b'41.490243',b'-81.763648',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:25:00Z'
b'105616054',b'41.3250467',b'-81.6949661',,b'baddandy23',b'237004',b'3',b'4259070',b'2010-03-28T16:50:32Z'
b'105616285',b'41.3645566',b'-81.4808737',,b'OSchl\xc3\xbcter',b'66904',b'3',b'6547867',b'2010-12-05T09:11:46Z'
b'105616500',b'41.5165521',b'-81.5330862',,b'wlgann',b'2851892',b'3',b'39068874',b'2016-05-03T15:24:56Z'
b'105616741',b'41.281854',b'-81.69313',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:35:33Z'
b'105616979',b'41.45231',b'-81.701535',,b'woodpeck_fixbot',b'147510',b'3',b'2879694',b'2009-10-18T06:25:17Z'
b'105617218',b'41.498938',b'-81.5533804',,b'wlgann',b'2851892',b'3',b'38539041',b'2016-04-13T21:16:36Z'
b'105617441',b'41.403053',b'-81.698976',,b'woodpeck_fixbot',b'147510',b'2',b'2879694',b'2009-10-18T06:25:24Z'
b'105617706',b'41.480674',b'-81.552732',,b'woodpeck_fixbot',b'147510',b'2',b'2414005',b'2009-09-08T14:35:41Z'
b'105617990',b'41.373667',b'-81.797928',,b'woodpeck_fixbot',b'147510',b'3',b'2414005',b'2009-09-08T14:35:43Z'
